NC_048217,NC_045512,13281,13138,20
NC_048217,NC_006213,16928,16666,87
NC_048217,NC_039207,14980,14980,27
NC_048217,NC_038294,15197,15042,26
NC_048217,NC_030886,19332,18846,19
NC_048217,NC_026011,15799,15681,54
NC_048217,NC_025217,14894,15232,20
NC_048217,NC_019843,15197,15043,26
NC_048217,AC_000192,31057,31233,277
NC_048217,NC_017083,30566,30355,50
NC_048217,NC_014470,15644,15348,21
NC_048217,NC_012936,15758,15712,209
NC_048217,NC_009021,15407,14768,27
NC_048217,NC_009020,15197,15298,26
NC_048217,NC_009019,19382,19345,35
NC_048217,NC_006577,15814,15812,42
NC_048217,NC_004718,15644,15449,21
NC_048217,NC_003045,16934,16673,81
NC_048217,NC_001846,18682,18681,4057
NC_045512,NC_006213,29868,30711,29
NC_045512,NC_039207,15402,15527,23
NC_045512,NC_038294,17775,17745,23
NC_045512,NC_030886,29869,30128,32
NC_045512,NC_026011,13914,13933,23
NC_045512,NC_025217,13474,13937,31
NC_045512,NC_019843,14298,14269,20
NC_045512,AC_000192,13917,14070,20
NC_045512,NC_017083,15882,15924,21
NC_045512,NC_014470,143,68,86
NC_045512,NC_012936,15515,15594,24
NC_045512,NC_009021,15864,15350,26
NC_045512,NC_009020,13138,13358,20
NC_045512,NC_009019,15048,15139,21
NC_045512,NC_006577,15279,15402,30
NC_045512,NC_004718,29769,29626,124
NC_045512,NC_003045,15279,15143,23
NC_045512,NC_001846,29868,31332,24
NC_006213,NC_039207,13957,14207,20
NC_006213,NC_038294,14935,15042,29
NC_006213,NC_030886,30712,30128,28
NC_006213,NC_026011,18901,19033,56
NC_006213,NC_025217,14920,15520,29
NC_006213,NC_019843,14935,15043,29
NC_006213,AC_000192,16690,16968,63
NC_006213,NC_017083,22700,22850,108
NC_006213,NC_014470,30711,29252,23
NC_006213,NC_012936,16666,16882,95
NC_006213,NC_009021,13958,13569,21
NC_006213,NC_009020,14926,15289,41
NC_006213,NC_009019,14938,15166,26
NC_006213,NC_006577,13795,14055,39
NC_006213,NC_004718,30711,29725,25
NC_006213,NC_003045,8520,8521,218
NC_006213,NC_001846,16666,16927,62
NC_039207,NC_038294,15404,15249,56
NC_039207,NC_030886,15404,14897,26
NC_039207,NC_026011,14171,14065,20
NC_039207,NC_025217,16439,16777,23
NC_039207,NC_019843,15404,15250,56
NC_039207,AC_000192,14984,15000,23
NC_039207,NC_017083,13563,13498,22
NC_039207,NC_014470,10604,10308,23
NC_039207,NC_012936,14984,14938,23
NC_039207,NC_009021,10797,10155,22
NC_039207,NC_009020,27555,27879,40
NC_039207,NC_009019,16871,16837,48
NC_039207,NC_006577,15209,15207,26
NC_039207,NC_004718,11980,11788,20
NC_039207,NC_003045,14175,13926,23
NC_039207,NC_001846,14980,14979,27
NC_038294,NC_030886,15243,14891,32
NC_038294,NC_026011,14055,14104,20
NC_038294,NC_025217,12967,13469,26
NC_038294,NC_019843,20847,20848,1911
NC_038294,AC_000192,15042,15213,26
NC_038294,NC_017083,14739,14811,23
NC_038294,NC_014470,10452,10308,23
NC_038294,NC_012936,15042,15151,29
NC_038294,NC_009021,14055,13571,21
NC_038294,NC_009020,13423,13676,50
NC_038294,NC_009019,29977,30148,44
NC_038294,NC_006577,15054,15207,26
NC_038294,NC_004718,14682,14642,20
NC_038294,NC_003045,15042,14936,29
NC_038294,NC_001846,15042,15196,26
NC_030886,NC_026011,15133,15522,24
NC_030886,NC_025217,10183,13626,18
NC_030886,NC_019843,14891,15244,32
NC_030886,AC_000192,18802,19298,25
NC_030886,NC_017083,20285,20775,25
NC_030886,NC_014470,30128,29253,22
NC_030886,NC_012936,18802,19242,25
NC_030886,NC_009021,20274,20127,34
NC_030886,NC_009020,17045,17653,32
NC_030886,NC_009019,13694,14167,29
NC_030886,NC_006577,13703,14220,20
NC_030886,NC_004718,30128,29726,24
NC_030886,NC_003045,13982,14228,23
NC_030886,NC_001846,30128,31333,23
NC_026011,NC_025217,15287,15743,25
NC_026011,NC_019843,14104,14056,20
NC_026011,AC_000192,14479,14613,50
NC_026011,NC_017083,16207,16242,62
NC_026011,NC_014470,15070,14892,29
NC_026011,NC_012936,14158,14230,56
NC_026011,NC_009021,14103,13570,21
NC_026011,NC_009020,1718,9634,17
NC_026011,NC_009019,14065,14137,20
NC_026011,NC_006577,17431,17547,41
NC_026011,NC_004718,18472,18404,20
NC_026011,NC_003045,19033,18902,56
NC_026011,NC_001846,15681,15798,54
NC_025217,NC_019843,13469,12968,26
NC_025217,AC_000192,15232,14910,20
NC_025217,NC_017083,16330,15909,20
NC_025217,NC_014470,16146,15512,27
NC_025217,NC_012936,15550,15166,23
NC_025217,NC_009021,15616,14639,29
NC_025217,NC_009020,16165,15928,32
NC_025217,NC_009019,16152,15780,21
